
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=64
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating GIN model...
Using standard DGL GIN model
Model parameters: 327,434 total, 327,434 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 64, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 25281.1094 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0040: Avg Forward 9.290ms, Avg Backward 3.705ms, Total per epoch 12.994ms
Epoch 0040/1000| Loss 99.8008 | Train Accuracy 0.1893 | Val Accuracy 0.1876 | Test Accuracy 0.1863 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0041/1000| Loss 79.8418 | Train Accuracy 0.1987 | Val Accuracy 0.1959 | Test Accuracy 0.1946 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0042/1000| Loss 66.5527 | Train Accuracy 0.1759 | Val Accuracy 0.1725 | Test Accuracy 0.1769 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0043/1000| Loss 102.0956 | Train Accuracy 0.3392 | Val Accuracy 0.3396 | Test Accuracy 0.3399 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0044/1000| Loss 62.3532 | Train Accuracy 0.2664 | Val Accuracy 0.2639 | Test Accuracy 0.2612 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0045/1000| Loss 85.6426 | Train Accuracy 0.3387 | Val Accuracy 0.3400 | Test Accuracy 0.3398 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0046/1000| Loss 65.9168 | Train Accuracy 0.2339 | Val Accuracy 0.2345 | Test Accuracy 0.2358 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0047/1000| Loss 98.9140 | Train Accuracy 0.2124 | Val Accuracy 0.2108 | Test Accuracy 0.2143 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0048/1000| Loss 70.4944 | Train Accuracy 0.2647 | Val Accuracy 0.2623 | Test Accuracy 0.2596 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0049/1000| Loss 93.8930 | Train Accuracy 0.2630 | Val Accuracy 0.2617 | Test Accuracy 0.2591 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0050/1000| Loss 78.9685 | Train Accuracy 0.4215 | Val Accuracy 0.4238 | Test Accuracy 0.4232 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0051/1000| Loss 95.9774 | Train Accuracy 0.3695 | Val Accuracy 0.3703 | Test Accuracy 0.3731 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0052/1000| Loss 85.8448 | Train Accuracy 0.1509 | Val Accuracy 0.1491 | Test Accuracy 0.1494 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0053/1000| Loss 104.3124 | Train Accuracy 0.2590 | Val Accuracy 0.2573 | Test Accuracy 0.2549 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0054/1000| Loss 131.8685 | Train Accuracy 0.3968 | Val Accuracy 0.3917 | Test Accuracy 0.3964 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0055/1000| Loss 112.5381 | Train Accuracy 0.3707 | Val Accuracy 0.3754 | Test Accuracy 0.3736 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0056/1000| Loss 122.9589 | Train Accuracy 0.0950 | Val Accuracy 0.0977 | Test Accuracy 0.0965 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0057/1000| Loss 192.7866 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0058/1000| Loss 284.6725 | Train Accuracy 0.4141 | Val Accuracy 0.4176 | Test Accuracy 0.4166 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0059/1000| Loss 193.0383 | Train Accuracy 0.2726 | Val Accuracy 0.2704 | Test Accuracy 0.2690 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0060: Avg Forward 9.299ms, Avg Backward 3.708ms, Total per epoch 13.006ms
Epoch 0060/1000| Loss 180.9071 | Train Accuracy 0.2699 | Val Accuracy 0.2680 | Test Accuracy 0.2673 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0061/1000| Loss 143.9229 | Train Accuracy 0.3795 | Val Accuracy 0.3806 | Test Accuracy 0.3848 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0062/1000| Loss 113.2082 | Train Accuracy 0.2634 | Val Accuracy 0.2583 | Test Accuracy 0.2650 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0063/1000| Loss 80.9769 | Train Accuracy 0.4198 | Val Accuracy 0.4223 | Test Accuracy 0.4224 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0064/1000| Loss 104.8150 | Train Accuracy 0.2160 | Val Accuracy 0.2115 | Test Accuracy 0.2150 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0065/1000| Loss 84.4959 | Train Accuracy 0.0934 | Val Accuracy 0.0934 | Test Accuracy 0.0899 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0066/1000| Loss 92.9950 | Train Accuracy 0.0742 | Val Accuracy 0.0731 | Test Accuracy 0.0761 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0067/1000| Loss 89.5042 | Train Accuracy 0.2819 | Val Accuracy 0.2760 | Test Accuracy 0.2783 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0068/1000| Loss 103.2326 | Train Accuracy 0.4026 | Val Accuracy 0.4051 | Test Accuracy 0.4065 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0069/1000| Loss 150.1365 | Train Accuracy 0.2232 | Val Accuracy 0.2203 | Test Accuracy 0.2159 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0070/1000| Loss 127.3103 | Train Accuracy 0.2657 | Val Accuracy 0.2639 | Test Accuracy 0.2610 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0071/1000| Loss 143.7790 | Train Accuracy 0.2252 | Val Accuracy 0.2272 | Test Accuracy 0.2237 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0072/1000| Loss 109.5616 | Train Accuracy 0.3921 | Val Accuracy 0.3921 | Test Accuracy 0.3936 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0073/1000| Loss 67.7128 | Train Accuracy 0.3896 | Val Accuracy 0.4000 | Test Accuracy 0.3914 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0074/1000| Loss 82.5701 | Train Accuracy 0.3451 | Val Accuracy 0.3477 | Test Accuracy 0.3446 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0075/1000| Loss 106.7912 | Train Accuracy 0.1328 | Val Accuracy 0.1279 | Test Accuracy 0.1275 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0076/1000| Loss 73.8418 | Train Accuracy 0.1773 | Val Accuracy 0.1731 | Test Accuracy 0.1691 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0077/1000| Loss 134.7904 | Train Accuracy 0.0850 | Val Accuracy 0.0820 | Test Accuracy 0.0869 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0078/1000| Loss 117.1764 | Train Accuracy 0.3710 | Val Accuracy 0.3719 | Test Accuracy 0.3727 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0079/1000| Loss 150.4261 | Train Accuracy 0.2196 | Val Accuracy 0.2196 | Test Accuracy 0.2210 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0080: Avg Forward 9.293ms, Avg Backward 3.704ms, Total per epoch 12.998ms
Epoch 0080/1000| Loss 106.0849 | Train Accuracy 0.0396 | Val Accuracy 0.0391 | Test Accuracy 0.0397 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0081/1000| Loss 195.7860 | Train Accuracy 0.2494 | Val Accuracy 0.2493 | Test Accuracy 0.2466 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0082/1000| Loss 103.2958 | Train Accuracy 0.2733 | Val Accuracy 0.2726 | Test Accuracy 0.2682 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0083/1000| Loss 128.9317 | Train Accuracy 0.1203 | Val Accuracy 0.1174 | Test Accuracy 0.1195 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0084/1000| Loss 119.3698 | Train Accuracy 0.1606 | Val Accuracy 0.1580 | Test Accuracy 0.1558 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0085/1000| Loss 117.7989 | Train Accuracy 0.1104 | Val Accuracy 0.1065 | Test Accuracy 0.1044 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0086/1000| Loss 160.0392 | Train Accuracy 0.4215 | Val Accuracy 0.4239 | Test Accuracy 0.4235 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0087/1000| Loss 189.7616 | Train Accuracy 0.4213 | Val Accuracy 0.4239 | Test Accuracy 0.4233 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0088/1000| Loss 286.9995 | Train Accuracy 0.1311 | Val Accuracy 0.1270 | Test Accuracy 0.1289 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0089/1000| Loss 330.9033 | Train Accuracy 0.2721 | Val Accuracy 0.2691 | Test Accuracy 0.2678 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0090/1000| Loss 281.3210 | Train Accuracy 0.0614 | Val Accuracy 0.0600 | Test Accuracy 0.0618 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0091/1000| Loss 242.2132 | Train Accuracy 0.3027 | Val Accuracy 0.3026 | Test Accuracy 0.3044 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0092/1000| Loss 118.9742 | Train Accuracy 0.2805 | Val Accuracy 0.2766 | Test Accuracy 0.2745 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0093/1000| Loss 117.0095 | Train Accuracy 0.4005 | Val Accuracy 0.4031 | Test Accuracy 0.4021 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0094/1000| Loss 120.5373 | Train Accuracy 0.2748 | Val Accuracy 0.2713 | Test Accuracy 0.2706 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4233
Epoch 0095/1000| Loss 177.8644 | Train Accuracy 0.4213 | Val Accuracy 0.4241 | Test Accuracy 0.4231 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0096/1000| Loss 199.6625 | Train Accuracy 0.4175 | Val Accuracy 0.4210 | Test Accuracy 0.4175 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0097/1000| Loss 86.5588 | Train Accuracy 0.1630 | Val Accuracy 0.1613 | Test Accuracy 0.1630 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0098/1000| Loss 82.8022 | Train Accuracy 0.3761 | Val Accuracy 0.3767 | Test Accuracy 0.3825 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0099/1000| Loss 138.2261 | Train Accuracy 0.2712 | Val Accuracy 0.2701 | Test Accuracy 0.2692 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0100: Avg Forward 9.276ms, Avg Backward 3.706ms, Total per epoch 12.982ms
Epoch 0100/1000| Loss 178.0943 | Train Accuracy 0.2666 | Val Accuracy 0.2664 | Test Accuracy 0.2639 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0101/1000| Loss 190.0492 | Train Accuracy 0.4205 | Val Accuracy 0.4227 | Test Accuracy 0.4222 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0102/1000| Loss 218.9134 | Train Accuracy 0.4195 | Val Accuracy 0.4230 | Test Accuracy 0.4212 | Best val. Accuracy 0.4241 | Best test Accuracy 0.4231
Epoch 0103/1000| Loss 205.4075 | Train Accuracy 0.4355 | Val Accuracy 0.4373 | Test Accuracy 0.4386 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0104/1000| Loss 188.1384 | Train Accuracy 0.3743 | Val Accuracy 0.3801 | Test Accuracy 0.3794 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0105/1000| Loss 174.5066 | Train Accuracy 0.2788 | Val Accuracy 0.2771 | Test Accuracy 0.2743 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0106/1000| Loss 179.0727 | Train Accuracy 0.4166 | Val Accuracy 0.4215 | Test Accuracy 0.4192 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0107/1000| Loss 148.5416 | Train Accuracy 0.2844 | Val Accuracy 0.2817 | Test Accuracy 0.2843 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0108/1000| Loss 102.5965 | Train Accuracy 0.1485 | Val Accuracy 0.1464 | Test Accuracy 0.1420 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0109/1000| Loss 109.2837 | Train Accuracy 0.1484 | Val Accuracy 0.1471 | Test Accuracy 0.1469 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0110/1000| Loss 96.1289 | Train Accuracy 0.2724 | Val Accuracy 0.2675 | Test Accuracy 0.2689 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0111/1000| Loss 86.8707 | Train Accuracy 0.1889 | Val Accuracy 0.1894 | Test Accuracy 0.1887 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0112/1000| Loss 79.8020 | Train Accuracy 0.4083 | Val Accuracy 0.4107 | Test Accuracy 0.4101 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0113/1000| Loss 129.7355 | Train Accuracy 0.2797 | Val Accuracy 0.2759 | Test Accuracy 0.2759 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0114/1000| Loss 124.7828 | Train Accuracy 0.3688 | Val Accuracy 0.3689 | Test Accuracy 0.3708 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0115/1000| Loss 151.1699 | Train Accuracy 0.2301 | Val Accuracy 0.2318 | Test Accuracy 0.2287 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0116/1000| Loss 152.3329 | Train Accuracy 0.2600 | Val Accuracy 0.2593 | Test Accuracy 0.2564 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0117/1000| Loss 95.9137 | Train Accuracy 0.4194 | Val Accuracy 0.4229 | Test Accuracy 0.4221 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0118/1000| Loss 90.5534 | Train Accuracy 0.2768 | Val Accuracy 0.2747 | Test Accuracy 0.2776 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0119/1000| Loss 93.2931 | Train Accuracy 0.2617 | Val Accuracy 0.2620 | Test Accuracy 0.2594 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0120: Avg Forward 9.279ms, Avg Backward 3.707ms, Total per epoch 12.986ms
Epoch 0120/1000| Loss 98.9464 | Train Accuracy 0.1923 | Val Accuracy 0.1907 | Test Accuracy 0.1868 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0121/1000| Loss 70.3706 | Train Accuracy 0.3488 | Val Accuracy 0.3504 | Test Accuracy 0.3480 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0122/1000| Loss 86.1295 | Train Accuracy 0.3505 | Val Accuracy 0.3529 | Test Accuracy 0.3511 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0123/1000| Loss 94.4346 | Train Accuracy 0.3983 | Val Accuracy 0.4013 | Test Accuracy 0.4028 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0124/1000| Loss 107.2634 | Train Accuracy 0.1694 | Val Accuracy 0.1686 | Test Accuracy 0.1690 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0125/1000| Loss 100.5354 | Train Accuracy 0.3514 | Val Accuracy 0.3564 | Test Accuracy 0.3529 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0126/1000| Loss 119.3262 | Train Accuracy 0.3641 | Val Accuracy 0.3552 | Test Accuracy 0.3607 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0127/1000| Loss 93.2136 | Train Accuracy 0.2283 | Val Accuracy 0.2248 | Test Accuracy 0.2227 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0128/1000| Loss 102.4299 | Train Accuracy 0.2771 | Val Accuracy 0.2727 | Test Accuracy 0.2745 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0129/1000| Loss 102.0703 | Train Accuracy 0.3146 | Val Accuracy 0.3120 | Test Accuracy 0.3167 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0130/1000| Loss 70.7335 | Train Accuracy 0.2778 | Val Accuracy 0.2731 | Test Accuracy 0.2762 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0131/1000| Loss 86.1268 | Train Accuracy 0.1401 | Val Accuracy 0.1380 | Test Accuracy 0.1383 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0132/1000| Loss 85.6655 | Train Accuracy 0.0960 | Val Accuracy 0.0952 | Test Accuracy 0.0979 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0133/1000| Loss 94.0405 | Train Accuracy 0.1261 | Val Accuracy 0.1251 | Test Accuracy 0.1247 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
Epoch 0134/1000| Loss 86.3895 | Train Accuracy 0.2177 | Val Accuracy 0.2174 | Test Accuracy 0.2213 | Best val. Accuracy 0.4373 | Best test Accuracy 0.4386
