
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=8
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=False
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with DGL built-in convolution modules
Creating GIN model...
Using standard DGL GIN model
Model parameters: 327,434 total, 327,434 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 8, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 1774.0138 | Train Accuracy 0.4216 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0001/1000| Loss 16174.1562 | Train Accuracy 0.4048 | Val Accuracy 0.4070 | Test Accuracy 0.4082 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0002/1000| Loss 9955.3291 | Train Accuracy 0.0968 | Val Accuracy 0.0952 | Test Accuracy 0.0924 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0003/1000| Loss 8869.8799 | Train Accuracy 0.0949 | Val Accuracy 0.0951 | Test Accuracy 0.0918 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0004/1000| Loss 2516.3823 | Train Accuracy 0.1799 | Val Accuracy 0.1754 | Test Accuracy 0.1837 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0005/1000| Loss 770.5625 | Train Accuracy 0.2835 | Val Accuracy 0.2859 | Test Accuracy 0.2804 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0006/1000| Loss 793.0519 | Train Accuracy 0.0922 | Val Accuracy 0.0903 | Test Accuracy 0.0941 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0007/1000| Loss 1421.4531 | Train Accuracy 0.0460 | Val Accuracy 0.0443 | Test Accuracy 0.0457 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0008/1000| Loss 307.6634 | Train Accuracy 0.3389 | Val Accuracy 0.3385 | Test Accuracy 0.3397 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0009/1000| Loss 151.6106 | Train Accuracy 0.2545 | Val Accuracy 0.2546 | Test Accuracy 0.2519 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0010/1000| Loss 125.2351 | Train Accuracy 0.1368 | Val Accuracy 0.1406 | Test Accuracy 0.1394 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0011/1000| Loss 117.9986 | Train Accuracy 0.0959 | Val Accuracy 0.0934 | Test Accuracy 0.0918 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0012/1000| Loss 105.1909 | Train Accuracy 0.1655 | Val Accuracy 0.1684 | Test Accuracy 0.1668 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0013/1000| Loss 57.4914 | Train Accuracy 0.2040 | Val Accuracy 0.2059 | Test Accuracy 0.2047 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0014/1000| Loss 21.2986 | Train Accuracy 0.3037 | Val Accuracy 0.3036 | Test Accuracy 0.3074 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0015/1000| Loss 14.8162 | Train Accuracy 0.3402 | Val Accuracy 0.3337 | Test Accuracy 0.3405 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0016/1000| Loss 12.6484 | Train Accuracy 0.1765 | Val Accuracy 0.1742 | Test Accuracy 0.1807 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0017/1000| Loss 9.9696 | Train Accuracy 0.1153 | Val Accuracy 0.1155 | Test Accuracy 0.1175 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0018/1000| Loss 10.7549 | Train Accuracy 0.1407 | Val Accuracy 0.1395 | Test Accuracy 0.1422 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0019/1000| Loss 6.7976 | Train Accuracy 0.3423 | Val Accuracy 0.3392 | Test Accuracy 0.3435 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0020: Avg Forward 7.176ms, Avg Backward 3.715ms, Total per epoch 10.891ms
Epoch 0020/1000| Loss 15.4130 | Train Accuracy 0.1913 | Val Accuracy 0.1911 | Test Accuracy 0.1915 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0021/1000| Loss 9.4284 | Train Accuracy 0.2656 | Val Accuracy 0.2647 | Test Accuracy 0.2614 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0022/1000| Loss 5.2450 | Train Accuracy 0.2866 | Val Accuracy 0.2928 | Test Accuracy 0.2899 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0023/1000| Loss 3.7484 | Train Accuracy 0.2866 | Val Accuracy 0.2902 | Test Accuracy 0.2871 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0024/1000| Loss 3.2930 | Train Accuracy 0.3354 | Val Accuracy 0.3404 | Test Accuracy 0.3350 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0025/1000| Loss 3.1900 | Train Accuracy 0.1781 | Val Accuracy 0.1798 | Test Accuracy 0.1803 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0026/1000| Loss 6.8179 | Train Accuracy 0.2305 | Val Accuracy 0.2257 | Test Accuracy 0.2268 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0027/1000| Loss 3.7676 | Train Accuracy 0.3071 | Val Accuracy 0.3008 | Test Accuracy 0.3052 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0028/1000| Loss 6.0043 | Train Accuracy 0.3398 | Val Accuracy 0.3407 | Test Accuracy 0.3446 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0029/1000| Loss 3.5429 | Train Accuracy 0.1562 | Val Accuracy 0.1507 | Test Accuracy 0.1479 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0030/1000| Loss 5.4906 | Train Accuracy 0.2769 | Val Accuracy 0.2762 | Test Accuracy 0.2741 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0031/1000| Loss 6.3362 | Train Accuracy 0.4150 | Val Accuracy 0.4142 | Test Accuracy 0.4164 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0032/1000| Loss 3.6487 | Train Accuracy 0.4192 | Val Accuracy 0.4196 | Test Accuracy 0.4222 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0033/1000| Loss 2.9120 | Train Accuracy 0.3857 | Val Accuracy 0.3848 | Test Accuracy 0.3903 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0034/1000| Loss 2.2918 | Train Accuracy 0.4119 | Val Accuracy 0.4138 | Test Accuracy 0.4135 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0035/1000| Loss 2.2051 | Train Accuracy 0.3999 | Val Accuracy 0.4014 | Test Accuracy 0.4019 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0036/1000| Loss 2.0459 | Train Accuracy 0.4067 | Val Accuracy 0.4049 | Test Accuracy 0.4112 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0037/1000| Loss 2.5287 | Train Accuracy 0.4147 | Val Accuracy 0.4143 | Test Accuracy 0.4192 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0038/1000| Loss 2.4637 | Train Accuracy 0.4139 | Val Accuracy 0.4156 | Test Accuracy 0.4159 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0039/1000| Loss 2.3776 | Train Accuracy 0.4080 | Val Accuracy 0.4077 | Test Accuracy 0.4101 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0040: Avg Forward 6.995ms, Avg Backward 3.716ms, Total per epoch 10.711ms
Epoch 0040/1000| Loss 2.0301 | Train Accuracy 0.3825 | Val Accuracy 0.3832 | Test Accuracy 0.3808 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0041/1000| Loss 2.1939 | Train Accuracy 0.3956 | Val Accuracy 0.3957 | Test Accuracy 0.3935 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0042/1000| Loss 2.2047 | Train Accuracy 0.3686 | Val Accuracy 0.3650 | Test Accuracy 0.3659 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0043/1000| Loss 2.1971 | Train Accuracy 0.3914 | Val Accuracy 0.3942 | Test Accuracy 0.3944 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0044/1000| Loss 2.1928 | Train Accuracy 0.3805 | Val Accuracy 0.3787 | Test Accuracy 0.3807 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0045/1000| Loss 2.6915 | Train Accuracy 0.2672 | Val Accuracy 0.2625 | Test Accuracy 0.2657 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0046/1000| Loss 2.9053 | Train Accuracy 0.3863 | Val Accuracy 0.3870 | Test Accuracy 0.3856 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0047/1000| Loss 3.0727 | Train Accuracy 0.4208 | Val Accuracy 0.4205 | Test Accuracy 0.4254 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0048/1000| Loss 2.8320 | Train Accuracy 0.4210 | Val Accuracy 0.4230 | Test Accuracy 0.4219 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0049/1000| Loss 2.8635 | Train Accuracy 0.4236 | Val Accuracy 0.4242 | Test Accuracy 0.4275 | Best val. Accuracy 0.4242 | Best test Accuracy 0.4275
Epoch 0050/1000| Loss 2.7412 | Train Accuracy 0.4251 | Val Accuracy 0.4307 | Test Accuracy 0.4324 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0051/1000| Loss 2.4747 | Train Accuracy 0.4161 | Val Accuracy 0.4178 | Test Accuracy 0.4218 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0052/1000| Loss 2.2461 | Train Accuracy 0.4094 | Val Accuracy 0.4109 | Test Accuracy 0.4102 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0053/1000| Loss 2.4848 | Train Accuracy 0.4156 | Val Accuracy 0.4170 | Test Accuracy 0.4159 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0054/1000| Loss 3.5455 | Train Accuracy 0.4157 | Val Accuracy 0.4186 | Test Accuracy 0.4133 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0055/1000| Loss 2.6134 | Train Accuracy 0.3572 | Val Accuracy 0.3614 | Test Accuracy 0.3580 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0056/1000| Loss 2.7861 | Train Accuracy 0.3588 | Val Accuracy 0.3635 | Test Accuracy 0.3579 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0057/1000| Loss 2.5045 | Train Accuracy 0.3533 | Val Accuracy 0.3560 | Test Accuracy 0.3541 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0058/1000| Loss 2.6460 | Train Accuracy 0.3507 | Val Accuracy 0.3503 | Test Accuracy 0.3496 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0059/1000| Loss 3.1883 | Train Accuracy 0.3332 | Val Accuracy 0.3329 | Test Accuracy 0.3328 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0060: Avg Forward 6.978ms, Avg Backward 3.714ms, Total per epoch 10.692ms
Epoch 0060/1000| Loss 2.6979 | Train Accuracy 0.3376 | Val Accuracy 0.3381 | Test Accuracy 0.3415 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0061/1000| Loss 2.0515 | Train Accuracy 0.3683 | Val Accuracy 0.3648 | Test Accuracy 0.3692 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0062/1000| Loss 2.4157 | Train Accuracy 0.3846 | Val Accuracy 0.3826 | Test Accuracy 0.3861 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0063/1000| Loss 1.9752 | Train Accuracy 0.3768 | Val Accuracy 0.3750 | Test Accuracy 0.3757 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0064/1000| Loss 2.0229 | Train Accuracy 0.3699 | Val Accuracy 0.3708 | Test Accuracy 0.3713 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0065/1000| Loss 2.1870 | Train Accuracy 0.3822 | Val Accuracy 0.3841 | Test Accuracy 0.3894 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0066/1000| Loss 1.8641 | Train Accuracy 0.3772 | Val Accuracy 0.3798 | Test Accuracy 0.3792 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0067/1000| Loss 2.1746 | Train Accuracy 0.3772 | Val Accuracy 0.3796 | Test Accuracy 0.3795 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0068/1000| Loss 2.2245 | Train Accuracy 0.3908 | Val Accuracy 0.3934 | Test Accuracy 0.3952 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0069/1000| Loss 2.6167 | Train Accuracy 0.3941 | Val Accuracy 0.3958 | Test Accuracy 0.3993 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0070/1000| Loss 2.1628 | Train Accuracy 0.3734 | Val Accuracy 0.3779 | Test Accuracy 0.3777 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0071/1000| Loss 2.2159 | Train Accuracy 0.3827 | Val Accuracy 0.3824 | Test Accuracy 0.3882 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0072/1000| Loss 1.9993 | Train Accuracy 0.3774 | Val Accuracy 0.3811 | Test Accuracy 0.3812 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
Epoch 0073/1000| Loss 1.8646 | Train Accuracy 0.3538 | Val Accuracy 0.3587 | Test Accuracy 0.3577 | Best val. Accuracy 0.4307 | Best test Accuracy 0.4324
