
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=4
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: flickr
Kernel mode: auto
Creating SAGE model...
Using MaxK-accelerated SAGE model
Model parameters: 524,039 total, 524,039 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 4, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 2.0841 | Train Accuracy 0.4041 | Val Accuracy 0.4079 | Test Accuracy 0.4048 | Best val. Accuracy 0.4079 | Best test Accuracy 0.4048
Epoch 0023/1000| Loss 1.5763 | Train Accuracy 0.4232 | Val Accuracy 0.4251 | Test Accuracy 0.4245 | Best val. Accuracy 0.4277 | Best test Accuracy 0.4267
Epoch 0024/1000| Loss 1.5734 | Train Accuracy 0.4233 | Val Accuracy 0.4248 | Test Accuracy 0.4244 | Best val. Accuracy 0.4277 | Best test Accuracy 0.4267
Epoch 0025/1000| Loss 1.5701 | Train Accuracy 0.4344 | Val Accuracy 0.4346 | Test Accuracy 0.4348 | Best val. Accuracy 0.4346 | Best test Accuracy 0.4348
Epoch 0026/1000| Loss 1.5657 | Train Accuracy 0.4288 | Val Accuracy 0.4295 | Test Accuracy 0.4287 | Best val. Accuracy 0.4346 | Best test Accuracy 0.4348
Epoch 0027/1000| Loss 1.5630 | Train Accuracy 0.4352 | Val Accuracy 0.4351 | Test Accuracy 0.4358 | Best val. Accuracy 0.4351 | Best test Accuracy 0.4358
Epoch 0028/1000| Loss 1.5606 | Train Accuracy 0.4493 | Val Accuracy 0.4493 | Test Accuracy 0.4496 | Best val. Accuracy 0.4493 | Best test Accuracy 0.4496
Epoch 0029/1000| Loss 1.5534 | Train Accuracy 0.4445 | Val Accuracy 0.4439 | Test Accuracy 0.4444 | Best val. Accuracy 0.4493 | Best test Accuracy 0.4496
Epoch 0030/1000| Loss 1.5552 | Train Accuracy 0.4637 | Val Accuracy 0.4629 | Test Accuracy 0.4634 | Best val. Accuracy 0.4629 | Best test Accuracy 0.4634
Epoch 0031/1000| Loss 1.5504 | Train Accuracy 0.4676 | Val Accuracy 0.4644 | Test Accuracy 0.4670 | Best val. Accuracy 0.4644 | Best test Accuracy 0.4670
Epoch 0032/1000| Loss 1.5431 | Train Accuracy 0.4601 | Val Accuracy 0.4582 | Test Accuracy 0.4592 | Best val. Accuracy 0.4644 | Best test Accuracy 0.4670
Epoch 0033/1000| Loss 1.5430 | Train Accuracy 0.4678 | Val Accuracy 0.4651 | Test Accuracy 0.4669 | Best val. Accuracy 0.4651 | Best test Accuracy 0.4669
Epoch 0034/1000| Loss 1.5344 | Train Accuracy 0.4703 | Val Accuracy 0.4677 | Test Accuracy 0.4693 | Best val. Accuracy 0.4677 | Best test Accuracy 0.4693
Epoch 0035/1000| Loss 1.5307 | Train Accuracy 0.4760 | Val Accuracy 0.4756 | Test Accuracy 0.4755 | Best val. Accuracy 0.4756 | Best test Accuracy 0.4755
Epoch 0036/1000| Loss 1.5276 | Train Accuracy 0.4794 | Val Accuracy 0.4784 | Test Accuracy 0.4770 | Best val. Accuracy 0.4784 | Best test Accuracy 0.4770
Epoch 0037/1000| Loss 1.5232 | Train Accuracy 0.4832 | Val Accuracy 0.4840 | Test Accuracy 0.4808 | Best val. Accuracy 0.4840 | Best test Accuracy 0.4808
Epoch 0038/1000| Loss 1.5219 | Train Accuracy 0.4842 | Val Accuracy 0.4827 | Test Accuracy 0.4811 | Best val. Accuracy 0.4840 | Best test Accuracy 0.4808
Epoch 0039/1000| Loss 1.5235 | Train Accuracy 0.4707 | Val Accuracy 0.4681 | Test Accuracy 0.4674 | Best val. Accuracy 0.4840 | Best test Accuracy 0.4808
Epoch 0040: Avg Forward 6.731ms, Avg Backward 3.060ms, Total per epoch 9.791ms
Epoch 0040/1000| Loss 1.5312 | Train Accuracy 0.4863 | Val Accuracy 0.4848 | Test Accuracy 0.4842 | Best val. Accuracy 0.4848 | Best test Accuracy 0.4842
Epoch 0041/1000| Loss 1.5143 | Train Accuracy 0.4704 | Val Accuracy 0.4693 | Test Accuracy 0.4676 | Best val. Accuracy 0.4848 | Best test Accuracy 0.4842
Epoch 0042/1000| Loss 1.5160 | Train Accuracy 0.4893 | Val Accuracy 0.4906 | Test Accuracy 0.4907 | Best val. Accuracy 0.4906 | Best test Accuracy 0.4907
Epoch 0043/1000| Loss 1.5057 | Train Accuracy 0.4836 | Val Accuracy 0.4823 | Test Accuracy 0.4823 | Best val. Accuracy 0.4906 | Best test Accuracy 0.4907
Epoch 0044/1000| Loss 1.5112 | Train Accuracy 0.4871 | Val Accuracy 0.4874 | Test Accuracy 0.4864 | Best val. Accuracy 0.4906 | Best test Accuracy 0.4907
Epoch 0045/1000| Loss 1.5027 | Train Accuracy 0.4854 | Val Accuracy 0.4837 | Test Accuracy 0.4826 | Best val. Accuracy 0.4906 | Best test Accuracy 0.4907
Epoch 0046/1000| Loss 1.4989 | Train Accuracy 0.4867 | Val Accuracy 0.4848 | Test Accuracy 0.4855 | Best val. Accuracy 0.4906 | Best test Accuracy 0.4907
Epoch 0047/1000| Loss 1.4935 | Train Accuracy 0.4947 | Val Accuracy 0.4960 | Test Accuracy 0.4926 | Best val. Accuracy 0.4960 | Best test Accuracy 0.4926
Epoch 0048/1000| Loss 1.4912 | Train Accuracy 0.4602 | Val Accuracy 0.4593 | Test Accuracy 0.4592 | Best val. Accuracy 0.4960 | Best test Accuracy 0.4926
Epoch 0049/1000| Loss 1.5112 | Train Accuracy 0.4912 | Val Accuracy 0.4887 | Test Accuracy 0.4871 | Best val. Accuracy 0.4960 | Best test Accuracy 0.4926
Epoch 0050/1000| Loss 1.5066 | Train Accuracy 0.4969 | Val Accuracy 0.4983 | Test Accuracy 0.4947 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0051/1000| Loss 1.5257 | Train Accuracy 0.4862 | Val Accuracy 0.4878 | Test Accuracy 0.4853 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0052/1000| Loss 1.5378 | Train Accuracy 0.4720 | Val Accuracy 0.4715 | Test Accuracy 0.4719 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0053/1000| Loss 1.5250 | Train Accuracy 0.4556 | Val Accuracy 0.4558 | Test Accuracy 0.4547 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0054/1000| Loss 1.5175 | Train Accuracy 0.4675 | Val Accuracy 0.4670 | Test Accuracy 0.4653 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0055/1000| Loss 1.5220 | Train Accuracy 0.4522 | Val Accuracy 0.4464 | Test Accuracy 0.4480 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0056/1000| Loss 1.5537 | Train Accuracy 0.4241 | Val Accuracy 0.4258 | Test Accuracy 0.4258 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0057/1000| Loss 1.5732 | Train Accuracy 0.4238 | Val Accuracy 0.4247 | Test Accuracy 0.4238 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0058/1000| Loss 1.5811 | Train Accuracy 0.4267 | Val Accuracy 0.4277 | Test Accuracy 0.4272 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0059/1000| Loss 1.5570 | Train Accuracy 0.4261 | Val Accuracy 0.4214 | Test Accuracy 0.4212 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0060: Avg Forward 6.697ms, Avg Backward 3.061ms, Total per epoch 9.758ms
Epoch 0060/1000| Loss 1.5830 | Train Accuracy 0.4121 | Val Accuracy 0.4105 | Test Accuracy 0.4068 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0061/1000| Loss 1.5536 | Train Accuracy 0.4733 | Val Accuracy 0.4745 | Test Accuracy 0.4749 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0062/1000| Loss 1.5448 | Train Accuracy 0.4557 | Val Accuracy 0.4561 | Test Accuracy 0.4549 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0063/1000| Loss 1.5454 | Train Accuracy 0.4510 | Val Accuracy 0.4488 | Test Accuracy 0.4501 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0064/1000| Loss 1.5354 | Train Accuracy 0.4566 | Val Accuracy 0.4554 | Test Accuracy 0.4568 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0065/1000| Loss 1.5312 | Train Accuracy 0.4667 | Val Accuracy 0.4668 | Test Accuracy 0.4643 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0066/1000| Loss 1.5196 | Train Accuracy 0.4549 | Val Accuracy 0.4539 | Test Accuracy 0.4538 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0067/1000| Loss 1.5180 | Train Accuracy 0.4639 | Val Accuracy 0.4629 | Test Accuracy 0.4622 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0068/1000| Loss 1.5101 | Train Accuracy 0.4788 | Val Accuracy 0.4772 | Test Accuracy 0.4775 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0069/1000| Loss 1.5085 | Train Accuracy 0.4815 | Val Accuracy 0.4804 | Test Accuracy 0.4803 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0070/1000| Loss 1.5076 | Train Accuracy 0.4782 | Val Accuracy 0.4761 | Test Accuracy 0.4764 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0071/1000| Loss 1.4997 | Train Accuracy 0.4776 | Val Accuracy 0.4761 | Test Accuracy 0.4751 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0072/1000| Loss 1.4947 | Train Accuracy 0.4882 | Val Accuracy 0.4882 | Test Accuracy 0.4848 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0073/1000| Loss 1.5052 | Train Accuracy 0.4803 | Val Accuracy 0.4806 | Test Accuracy 0.4790 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0074/1000| Loss 1.4921 | Train Accuracy 0.4666 | Val Accuracy 0.4669 | Test Accuracy 0.4645 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0075/1000| Loss 1.4883 | Train Accuracy 0.4749 | Val Accuracy 0.4744 | Test Accuracy 0.4709 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0076/1000| Loss 1.4859 | Train Accuracy 0.4829 | Val Accuracy 0.4838 | Test Accuracy 0.4794 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0077/1000| Loss 1.4951 | Train Accuracy 0.4709 | Val Accuracy 0.4701 | Test Accuracy 0.4657 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0078/1000| Loss 1.4860 | Train Accuracy 0.4662 | Val Accuracy 0.4640 | Test Accuracy 0.4630 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0079/1000| Loss 1.4812 | Train Accuracy 0.4806 | Val Accuracy 0.4781 | Test Accuracy 0.4738 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0080: Avg Forward 6.665ms, Avg Backward 3.063ms, Total per epoch 9.727ms
Epoch 0080/1000| Loss 1.4809 | Train Accuracy 0.4811 | Val Accuracy 0.4783 | Test Accuracy 0.4756 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0081/1000| Loss 1.4817 | Train Accuracy 0.4800 | Val Accuracy 0.4786 | Test Accuracy 0.4761 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0082/1000| Loss 1.4779 | Train Accuracy 0.4776 | Val Accuracy 0.4751 | Test Accuracy 0.4732 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0083/1000| Loss 1.4775 | Train Accuracy 0.4765 | Val Accuracy 0.4749 | Test Accuracy 0.4720 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0084/1000| Loss 1.4769 | Train Accuracy 0.4757 | Val Accuracy 0.4722 | Test Accuracy 0.4718 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0085/1000| Loss 1.4715 | Train Accuracy 0.4871 | Val Accuracy 0.4837 | Test Accuracy 0.4808 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0086/1000| Loss 1.4773 | Train Accuracy 0.4912 | Val Accuracy 0.4875 | Test Accuracy 0.4846 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0087/1000| Loss 1.4669 | Train Accuracy 0.4705 | Val Accuracy 0.4688 | Test Accuracy 0.4644 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0088/1000| Loss 1.4782 | Train Accuracy 0.4885 | Val Accuracy 0.4878 | Test Accuracy 0.4803 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0089/1000| Loss 1.4669 | Train Accuracy 0.4912 | Val Accuracy 0.4899 | Test Accuracy 0.4864 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0090/1000| Loss 1.4631 | Train Accuracy 0.4889 | Val Accuracy 0.4850 | Test Accuracy 0.4827 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0091/1000| Loss 1.4680 | Train Accuracy 0.4838 | Val Accuracy 0.4781 | Test Accuracy 0.4750 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0092/1000| Loss 1.4714 | Train Accuracy 0.4821 | Val Accuracy 0.4740 | Test Accuracy 0.4747 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0093/1000| Loss 1.4781 | Train Accuracy 0.4765 | Val Accuracy 0.4704 | Test Accuracy 0.4695 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0094/1000| Loss 1.4854 | Train Accuracy 0.4824 | Val Accuracy 0.4778 | Test Accuracy 0.4764 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0095/1000| Loss 1.4899 | Train Accuracy 0.4782 | Val Accuracy 0.4730 | Test Accuracy 0.4726 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0096/1000| Loss 1.4920 | Train Accuracy 0.4754 | Val Accuracy 0.4678 | Test Accuracy 0.4678 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0097/1000| Loss 1.5058 | Train Accuracy 0.4878 | Val Accuracy 0.4800 | Test Accuracy 0.4820 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0098/1000| Loss 1.4875 | Train Accuracy 0.4862 | Val Accuracy 0.4833 | Test Accuracy 0.4813 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0099/1000| Loss 1.4919 | Train Accuracy 0.4844 | Val Accuracy 0.4811 | Test Accuracy 0.4786 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0100: Avg Forward 6.654ms, Avg Backward 3.063ms, Total per epoch 9.717ms
Epoch 0100/1000| Loss 1.5014 | Train Accuracy 0.4909 | Val Accuracy 0.4868 | Test Accuracy 0.4877 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0101/1000| Loss 1.4706 | Train Accuracy 0.4920 | Val Accuracy 0.4853 | Test Accuracy 0.4853 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0102/1000| Loss 1.4953 | Train Accuracy 0.4863 | Val Accuracy 0.4843 | Test Accuracy 0.4830 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0103/1000| Loss 1.4876 | Train Accuracy 0.4892 | Val Accuracy 0.4880 | Test Accuracy 0.4849 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0104/1000| Loss 1.4983 | Train Accuracy 0.4756 | Val Accuracy 0.4715 | Test Accuracy 0.4691 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0105/1000| Loss 1.5002 | Train Accuracy 0.4920 | Val Accuracy 0.4907 | Test Accuracy 0.4870 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0106/1000| Loss 1.4855 | Train Accuracy 0.4753 | Val Accuracy 0.4737 | Test Accuracy 0.4719 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0107/1000| Loss 1.4968 | Train Accuracy 0.4885 | Val Accuracy 0.4866 | Test Accuracy 0.4853 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0108/1000| Loss 1.4859 | Train Accuracy 0.4937 | Val Accuracy 0.4915 | Test Accuracy 0.4902 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0109/1000| Loss 1.4869 | Train Accuracy 0.4927 | Val Accuracy 0.4890 | Test Accuracy 0.4878 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0110/1000| Loss 1.4847 | Train Accuracy 0.4892 | Val Accuracy 0.4855 | Test Accuracy 0.4835 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0111/1000| Loss 1.4809 | Train Accuracy 0.4924 | Val Accuracy 0.4909 | Test Accuracy 0.4880 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0112/1000| Loss 1.4779 | Train Accuracy 0.4934 | Val Accuracy 0.4896 | Test Accuracy 0.4863 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0113/1000| Loss 1.4731 | Train Accuracy 0.4929 | Val Accuracy 0.4888 | Test Accuracy 0.4859 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0114/1000| Loss 1.4704 | Train Accuracy 0.4944 | Val Accuracy 0.4900 | Test Accuracy 0.4871 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0115/1000| Loss 1.4707 | Train Accuracy 0.4941 | Val Accuracy 0.4921 | Test Accuracy 0.4885 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0116/1000| Loss 1.4710 | Train Accuracy 0.4956 | Val Accuracy 0.4950 | Test Accuracy 0.4893 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0117/1000| Loss 1.4695 | Train Accuracy 0.4932 | Val Accuracy 0.4894 | Test Accuracy 0.4892 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0118/1000| Loss 1.4705 | Train Accuracy 0.4845 | Val Accuracy 0.4814 | Test Accuracy 0.4796 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0119/1000| Loss 1.4642 | Train Accuracy 0.4940 | Val Accuracy 0.4902 | Test Accuracy 0.4889 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0120: Avg Forward 6.643ms, Avg Backward 3.063ms, Total per epoch 9.705ms
Epoch 0120/1000| Loss 1.4685 | Train Accuracy 0.4960 | Val Accuracy 0.4934 | Test Accuracy 0.4887 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0121/1000| Loss 1.4739 | Train Accuracy 0.4787 | Val Accuracy 0.4747 | Test Accuracy 0.4719 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0122/1000| Loss 1.4768 | Train Accuracy 0.4798 | Val Accuracy 0.4763 | Test Accuracy 0.4747 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0123/1000| Loss 1.4747 | Train Accuracy 0.4949 | Val Accuracy 0.4925 | Test Accuracy 0.4879 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0124/1000| Loss 1.4695 | Train Accuracy 0.4854 | Val Accuracy 0.4837 | Test Accuracy 0.4799 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0125/1000| Loss 1.4834 | Train Accuracy 0.4940 | Val Accuracy 0.4909 | Test Accuracy 0.4869 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0126/1000| Loss 1.4624 | Train Accuracy 0.4974 | Val Accuracy 0.4936 | Test Accuracy 0.4926 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0127/1000| Loss 1.4737 | Train Accuracy 0.4763 | Val Accuracy 0.4706 | Test Accuracy 0.4699 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0128/1000| Loss 1.4710 | Train Accuracy 0.4839 | Val Accuracy 0.4795 | Test Accuracy 0.4781 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0129/1000| Loss 1.4752 | Train Accuracy 0.4974 | Val Accuracy 0.4905 | Test Accuracy 0.4899 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0130/1000| Loss 1.4758 | Train Accuracy 0.4842 | Val Accuracy 0.4766 | Test Accuracy 0.4797 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0131/1000| Loss 1.4686 | Train Accuracy 0.4952 | Val Accuracy 0.4901 | Test Accuracy 0.4884 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0132/1000| Loss 1.4632 | Train Accuracy 0.4954 | Val Accuracy 0.4912 | Test Accuracy 0.4841 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
Epoch 0133/1000| Loss 1.4655 | Train Accuracy 0.4885 | Val Accuracy 0.4823 | Test Accuracy 0.4812 | Best val. Accuracy 0.4983 | Best test Accuracy 0.4947
