
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=16
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gcn
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: flickr
Kernel mode: auto
Creating GCN model...
Using MaxK-accelerated GCN model
Model parameters: 327,431 total, 327,431 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 16, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 19.6364 | Train Accuracy 0.0674 | Val Accuracy 0.0675 | Test Accuracy 0.0690 | Best val. Accuracy 0.0675 | Best test Accuracy 0.0690
Epoch 0011/1000| Loss 5.0784 | Train Accuracy 0.3935 | Val Accuracy 0.3960 | Test Accuracy 0.3936 | Best val. Accuracy 0.3960 | Best test Accuracy 0.3936
Epoch 0012/1000| Loss 5.0873 | Train Accuracy 0.3847 | Val Accuracy 0.3839 | Test Accuracy 0.3838 | Best val. Accuracy 0.3960 | Best test Accuracy 0.3936
Epoch 0013/1000| Loss 5.0088 | Train Accuracy 0.3555 | Val Accuracy 0.3585 | Test Accuracy 0.3575 | Best val. Accuracy 0.3960 | Best test Accuracy 0.3936
Epoch 0014/1000| Loss 4.8438 | Train Accuracy 0.3754 | Val Accuracy 0.3790 | Test Accuracy 0.3793 | Best val. Accuracy 0.3960 | Best test Accuracy 0.3936
Epoch 0015/1000| Loss 4.5355 | Train Accuracy 0.3998 | Val Accuracy 0.4047 | Test Accuracy 0.4040 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0016/1000| Loss 4.3292 | Train Accuracy 0.3879 | Val Accuracy 0.3934 | Test Accuracy 0.3893 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0017/1000| Loss 4.2171 | Train Accuracy 0.3803 | Val Accuracy 0.3852 | Test Accuracy 0.3808 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0018/1000| Loss 4.0353 | Train Accuracy 0.3875 | Val Accuracy 0.3927 | Test Accuracy 0.3904 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0019/1000| Loss 3.7774 | Train Accuracy 0.3875 | Val Accuracy 0.3913 | Test Accuracy 0.3881 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0020: Avg Forward 8.799ms, Avg Backward 3.124ms, Total per epoch 11.922ms
Epoch 0020/1000| Loss 3.6363 | Train Accuracy 0.3579 | Val Accuracy 0.3573 | Test Accuracy 0.3534 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0021/1000| Loss 3.8134 | Train Accuracy 0.3420 | Val Accuracy 0.3426 | Test Accuracy 0.3384 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0022/1000| Loss 3.8497 | Train Accuracy 0.3601 | Val Accuracy 0.3587 | Test Accuracy 0.3547 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0023/1000| Loss 3.5693 | Train Accuracy 0.3876 | Val Accuracy 0.3894 | Test Accuracy 0.3863 | Best val. Accuracy 0.4047 | Best test Accuracy 0.4040
Epoch 0024/1000| Loss 3.2212 | Train Accuracy 0.4074 | Val Accuracy 0.4132 | Test Accuracy 0.4109 | Best val. Accuracy 0.4132 | Best test Accuracy 0.4109
Epoch 0025/1000| Loss 3.0317 | Train Accuracy 0.4009 | Val Accuracy 0.4081 | Test Accuracy 0.4042 | Best val. Accuracy 0.4132 | Best test Accuracy 0.4109
Epoch 0026/1000| Loss 3.0038 | Train Accuracy 0.3847 | Val Accuracy 0.3895 | Test Accuracy 0.3883 | Best val. Accuracy 0.4132 | Best test Accuracy 0.4109
Epoch 0027/1000| Loss 2.9669 | Train Accuracy 0.3926 | Val Accuracy 0.3970 | Test Accuracy 0.3962 | Best val. Accuracy 0.4132 | Best test Accuracy 0.4109
Epoch 0028/1000| Loss 2.8360 | Train Accuracy 0.4025 | Val Accuracy 0.4081 | Test Accuracy 0.4081 | Best val. Accuracy 0.4132 | Best test Accuracy 0.4109
Epoch 0029/1000| Loss 2.6845 | Train Accuracy 0.4122 | Val Accuracy 0.4157 | Test Accuracy 0.4136 | Best val. Accuracy 0.4157 | Best test Accuracy 0.4136
Epoch 0030/1000| Loss 2.5639 | Train Accuracy 0.4214 | Val Accuracy 0.4249 | Test Accuracy 0.4211 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0031/1000| Loss 2.4121 | Train Accuracy 0.4162 | Val Accuracy 0.4167 | Test Accuracy 0.4153 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0032/1000| Loss 2.2399 | Train Accuracy 0.3781 | Val Accuracy 0.3847 | Test Accuracy 0.3822 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0033/1000| Loss 2.1856 | Train Accuracy 0.3183 | Val Accuracy 0.3216 | Test Accuracy 0.3177 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0034/1000| Loss 2.3382 | Train Accuracy 0.2828 | Val Accuracy 0.2845 | Test Accuracy 0.2815 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0035/1000| Loss 2.4813 | Train Accuracy 0.2923 | Val Accuracy 0.2933 | Test Accuracy 0.2918 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0036/1000| Loss 2.4120 | Train Accuracy 0.3269 | Val Accuracy 0.3286 | Test Accuracy 0.3266 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0037/1000| Loss 2.2222 | Train Accuracy 0.3716 | Val Accuracy 0.3726 | Test Accuracy 0.3680 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0038/1000| Loss 2.0836 | Train Accuracy 0.4056 | Val Accuracy 0.4056 | Test Accuracy 0.4010 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0039/1000| Loss 2.0380 | Train Accuracy 0.4201 | Val Accuracy 0.4221 | Test Accuracy 0.4204 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0040: Avg Forward 8.819ms, Avg Backward 3.127ms, Total per epoch 11.947ms
Epoch 0040/1000| Loss 2.0428 | Train Accuracy 0.4141 | Val Accuracy 0.4172 | Test Accuracy 0.4137 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0041/1000| Loss 2.0807 | Train Accuracy 0.4043 | Val Accuracy 0.4088 | Test Accuracy 0.4062 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0042/1000| Loss 2.1395 | Train Accuracy 0.4110 | Val Accuracy 0.4141 | Test Accuracy 0.4106 | Best val. Accuracy 0.4249 | Best test Accuracy 0.4211
Epoch 0043/1000| Loss 2.1380 | Train Accuracy 0.4248 | Val Accuracy 0.4265 | Test Accuracy 0.4244 | Best val. Accuracy 0.4265 | Best test Accuracy 0.4244
Epoch 0044/1000| Loss 2.1039 | Train Accuracy 0.4290 | Val Accuracy 0.4311 | Test Accuracy 0.4287 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0045/1000| Loss 2.0776 | Train Accuracy 0.4232 | Val Accuracy 0.4255 | Test Accuracy 0.4227 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0046/1000| Loss 2.0334 | Train Accuracy 0.4118 | Val Accuracy 0.4106 | Test Accuracy 0.4102 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0047/1000| Loss 1.9850 | Train Accuracy 0.3942 | Val Accuracy 0.3934 | Test Accuracy 0.3909 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0048/1000| Loss 1.9570 | Train Accuracy 0.3900 | Val Accuracy 0.3898 | Test Accuracy 0.3876 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0049/1000| Loss 1.9103 | Train Accuracy 0.3978 | Val Accuracy 0.3982 | Test Accuracy 0.3940 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0050/1000| Loss 1.8592 | Train Accuracy 0.3947 | Val Accuracy 0.3965 | Test Accuracy 0.3930 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0051/1000| Loss 1.8525 | Train Accuracy 0.3868 | Val Accuracy 0.3876 | Test Accuracy 0.3858 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0052/1000| Loss 1.8798 | Train Accuracy 0.3799 | Val Accuracy 0.3812 | Test Accuracy 0.3792 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0053/1000| Loss 1.8961 | Train Accuracy 0.3835 | Val Accuracy 0.3843 | Test Accuracy 0.3822 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0054/1000| Loss 1.8782 | Train Accuracy 0.3934 | Val Accuracy 0.3948 | Test Accuracy 0.3920 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0055/1000| Loss 1.8453 | Train Accuracy 0.4074 | Val Accuracy 0.4092 | Test Accuracy 0.4069 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0056/1000| Loss 1.8141 | Train Accuracy 0.4206 | Val Accuracy 0.4209 | Test Accuracy 0.4193 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0057/1000| Loss 1.7907 | Train Accuracy 0.4224 | Val Accuracy 0.4224 | Test Accuracy 0.4233 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0058/1000| Loss 1.7843 | Train Accuracy 0.4158 | Val Accuracy 0.4145 | Test Accuracy 0.4148 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0059/1000| Loss 1.7894 | Train Accuracy 0.4107 | Val Accuracy 0.4074 | Test Accuracy 0.4100 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0060: Avg Forward 8.819ms, Avg Backward 3.126ms, Total per epoch 11.944ms
Epoch 0060/1000| Loss 1.7928 | Train Accuracy 0.4118 | Val Accuracy 0.4096 | Test Accuracy 0.4115 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0061/1000| Loss 1.7814 | Train Accuracy 0.4202 | Val Accuracy 0.4189 | Test Accuracy 0.4189 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0062/1000| Loss 1.7621 | Train Accuracy 0.4251 | Val Accuracy 0.4243 | Test Accuracy 0.4237 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0063/1000| Loss 1.7462 | Train Accuracy 0.4257 | Val Accuracy 0.4258 | Test Accuracy 0.4263 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0064/1000| Loss 1.7354 | Train Accuracy 0.4222 | Val Accuracy 0.4219 | Test Accuracy 0.4212 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0065/1000| Loss 1.7282 | Train Accuracy 0.4145 | Val Accuracy 0.4170 | Test Accuracy 0.4136 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0066/1000| Loss 1.7251 | Train Accuracy 0.4066 | Val Accuracy 0.4061 | Test Accuracy 0.4042 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0067/1000| Loss 1.7268 | Train Accuracy 0.4028 | Val Accuracy 0.4024 | Test Accuracy 0.3999 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0068/1000| Loss 1.7234 | Train Accuracy 0.4074 | Val Accuracy 0.4082 | Test Accuracy 0.4037 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0069/1000| Loss 1.7106 | Train Accuracy 0.4161 | Val Accuracy 0.4167 | Test Accuracy 0.4143 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0070/1000| Loss 1.6988 | Train Accuracy 0.4230 | Val Accuracy 0.4226 | Test Accuracy 0.4213 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0071/1000| Loss 1.6931 | Train Accuracy 0.4281 | Val Accuracy 0.4266 | Test Accuracy 0.4260 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0072/1000| Loss 1.6912 | Train Accuracy 0.4303 | Val Accuracy 0.4303 | Test Accuracy 0.4291 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0073/1000| Loss 1.6894 | Train Accuracy 0.4322 | Val Accuracy 0.4309 | Test Accuracy 0.4314 | Best val. Accuracy 0.4311 | Best test Accuracy 0.4287
Epoch 0074/1000| Loss 1.6855 | Train Accuracy 0.4329 | Val Accuracy 0.4312 | Test Accuracy 0.4312 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0075/1000| Loss 1.6805 | Train Accuracy 0.4333 | Val Accuracy 0.4307 | Test Accuracy 0.4291 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0076/1000| Loss 1.6741 | Train Accuracy 0.4312 | Val Accuracy 0.4292 | Test Accuracy 0.4286 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0077/1000| Loss 1.6660 | Train Accuracy 0.4285 | Val Accuracy 0.4280 | Test Accuracy 0.4268 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0078/1000| Loss 1.6606 | Train Accuracy 0.4254 | Val Accuracy 0.4261 | Test Accuracy 0.4224 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0079/1000| Loss 1.6590 | Train Accuracy 0.4242 | Val Accuracy 0.4245 | Test Accuracy 0.4211 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0080: Avg Forward 8.811ms, Avg Backward 3.125ms, Total per epoch 11.936ms
Epoch 0080/1000| Loss 1.6574 | Train Accuracy 0.4266 | Val Accuracy 0.4246 | Test Accuracy 0.4222 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0081/1000| Loss 1.6538 | Train Accuracy 0.4302 | Val Accuracy 0.4283 | Test Accuracy 0.4250 | Best val. Accuracy 0.4312 | Best test Accuracy 0.4312
Epoch 0082/1000| Loss 1.6477 | Train Accuracy 0.4337 | Val Accuracy 0.4324 | Test Accuracy 0.4287 | Best val. Accuracy 0.4324 | Best test Accuracy 0.4287
Epoch 0083/1000| Loss 1.6422 | Train Accuracy 0.4361 | Val Accuracy 0.4358 | Test Accuracy 0.4317 | Best val. Accuracy 0.4358 | Best test Accuracy 0.4317
Epoch 0084/1000| Loss 1.6396 | Train Accuracy 0.4393 | Val Accuracy 0.4377 | Test Accuracy 0.4354 | Best val. Accuracy 0.4377 | Best test Accuracy 0.4354
Epoch 0085/1000| Loss 1.6376 | Train Accuracy 0.4410 | Val Accuracy 0.4388 | Test Accuracy 0.4375 | Best val. Accuracy 0.4388 | Best test Accuracy 0.4375
Epoch 0086/1000| Loss 1.6350 | Train Accuracy 0.4422 | Val Accuracy 0.4399 | Test Accuracy 0.4388 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0087/1000| Loss 1.6320 | Train Accuracy 0.4414 | Val Accuracy 0.4397 | Test Accuracy 0.4374 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0088/1000| Loss 1.6283 | Train Accuracy 0.4401 | Val Accuracy 0.4396 | Test Accuracy 0.4362 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0089/1000| Loss 1.6250 | Train Accuracy 0.4394 | Val Accuracy 0.4388 | Test Accuracy 0.4346 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0090/1000| Loss 1.6222 | Train Accuracy 0.4398 | Val Accuracy 0.4381 | Test Accuracy 0.4341 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0091/1000| Loss 1.6203 | Train Accuracy 0.4403 | Val Accuracy 0.4394 | Test Accuracy 0.4348 | Best val. Accuracy 0.4399 | Best test Accuracy 0.4388
Epoch 0092/1000| Loss 1.6186 | Train Accuracy 0.4406 | Val Accuracy 0.4402 | Test Accuracy 0.4358 | Best val. Accuracy 0.4402 | Best test Accuracy 0.4358
Epoch 0093/1000| Loss 1.6158 | Train Accuracy 0.4428 | Val Accuracy 0.4425 | Test Accuracy 0.4377 | Best val. Accuracy 0.4425 | Best test Accuracy 0.4377
Epoch 0094/1000| Loss 1.6129 | Train Accuracy 0.4443 | Val Accuracy 0.4444 | Test Accuracy 0.4405 | Best val. Accuracy 0.4444 | Best test Accuracy 0.4405
Epoch 0095/1000| Loss 1.6102 | Train Accuracy 0.4467 | Val Accuracy 0.4465 | Test Accuracy 0.4433 | Best val. Accuracy 0.4465 | Best test Accuracy 0.4433
Epoch 0096/1000| Loss 1.6080 | Train Accuracy 0.4480 | Val Accuracy 0.4475 | Test Accuracy 0.4443 | Best val. Accuracy 0.4475 | Best test Accuracy 0.4443
Epoch 0097/1000| Loss 1.6063 | Train Accuracy 0.4478 | Val Accuracy 0.4475 | Test Accuracy 0.4451 | Best val. Accuracy 0.4475 | Best test Accuracy 0.4451
Epoch 0098/1000| Loss 1.6044 | Train Accuracy 0.4475 | Val Accuracy 0.4478 | Test Accuracy 0.4436 | Best val. Accuracy 0.4478 | Best test Accuracy 0.4436
Epoch 0099/1000| Loss 1.6022 | Train Accuracy 0.4482 | Val Accuracy 0.4476 | Test Accuracy 0.4445 | Best val. Accuracy 0.4478 | Best test Accuracy 0.4436
Epoch 0100: Avg Forward 8.809ms, Avg Backward 3.124ms, Total per epoch 11.932ms
Epoch 0100/1000| Loss 1.5998 | Train Accuracy 0.4484 | Val Accuracy 0.4477 | Test Accuracy 0.4461 | Best val. Accuracy 0.4478 | Best test Accuracy 0.4436
Epoch 0101/1000| Loss 1.5977 | Train Accuracy 0.4492 | Val Accuracy 0.4483 | Test Accuracy 0.4462 | Best val. Accuracy 0.4483 | Best test Accuracy 0.4462
Epoch 0102/1000| Loss 1.5960 | Train Accuracy 0.4491 | Val Accuracy 0.4485 | Test Accuracy 0.4460 | Best val. Accuracy 0.4485 | Best test Accuracy 0.4460
Epoch 0103/1000| Loss 1.5944 | Train Accuracy 0.4495 | Val Accuracy 0.4487 | Test Accuracy 0.4466 | Best val. Accuracy 0.4487 | Best test Accuracy 0.4466
Epoch 0104/1000| Loss 1.5926 | Train Accuracy 0.4504 | Val Accuracy 0.4494 | Test Accuracy 0.4474 | Best val. Accuracy 0.4494 | Best test Accuracy 0.4474
Epoch 0105/1000| Loss 1.5905 | Train Accuracy 0.4514 | Val Accuracy 0.4504 | Test Accuracy 0.4491 | Best val. Accuracy 0.4504 | Best test Accuracy 0.4491
Epoch 0106/1000| Loss 1.5886 | Train Accuracy 0.4521 | Val Accuracy 0.4517 | Test Accuracy 0.4499 | Best val. Accuracy 0.4517 | Best test Accuracy 0.4499
Epoch 0107/1000| Loss 1.5870 | Train Accuracy 0.4534 | Val Accuracy 0.4522 | Test Accuracy 0.4507 | Best val. Accuracy 0.4522 | Best test Accuracy 0.4507
Epoch 0108/1000| Loss 1.5854 | Train Accuracy 0.4547 | Val Accuracy 0.4533 | Test Accuracy 0.4518 | Best val. Accuracy 0.4533 | Best test Accuracy 0.4518
Epoch 0109/1000| Loss 1.5839 | Train Accuracy 0.4551 | Val Accuracy 0.4538 | Test Accuracy 0.4521 | Best val. Accuracy 0.4538 | Best test Accuracy 0.4521
Epoch 0110/1000| Loss 1.5822 | Train Accuracy 0.4551 | Val Accuracy 0.4548 | Test Accuracy 0.4525 | Best val. Accuracy 0.4548 | Best test Accuracy 0.4525
Epoch 0111/1000| Loss 1.5805 | Train Accuracy 0.4550 | Val Accuracy 0.4550 | Test Accuracy 0.4521 | Best val. Accuracy 0.4550 | Best test Accuracy 0.4521
Epoch 0112/1000| Loss 1.5790 | Train Accuracy 0.4548 | Val Accuracy 0.4544 | Test Accuracy 0.4518 | Best val. Accuracy 0.4550 | Best test Accuracy 0.4521
Epoch 0113/1000| Loss 1.5775 | Train Accuracy 0.4549 | Val Accuracy 0.4547 | Test Accuracy 0.4514 | Best val. Accuracy 0.4550 | Best test Accuracy 0.4521
Epoch 0114/1000| Loss 1.5761 | Train Accuracy 0.4553 | Val Accuracy 0.4551 | Test Accuracy 0.4520 | Best val. Accuracy 0.4551 | Best test Accuracy 0.4520
Epoch 0115/1000| Loss 1.5746 | Train Accuracy 0.4569 | Val Accuracy 0.4560 | Test Accuracy 0.4535 | Best val. Accuracy 0.4560 | Best test Accuracy 0.4535
Epoch 0116/1000| Loss 1.5731 | Train Accuracy 0.4577 | Val Accuracy 0.4565 | Test Accuracy 0.4541 | Best val. Accuracy 0.4565 | Best test Accuracy 0.4541
Epoch 0117/1000| Loss 1.5717 | Train Accuracy 0.4587 | Val Accuracy 0.4581 | Test Accuracy 0.4546 | Best val. Accuracy 0.4581 | Best test Accuracy 0.4546
Epoch 0118/1000| Loss 1.5703 | Train Accuracy 0.4589 | Val Accuracy 0.4586 | Test Accuracy 0.4557 | Best val. Accuracy 0.4586 | Best test Accuracy 0.4557
Epoch 0119/1000| Loss 1.5690 | Train Accuracy 0.4595 | Val Accuracy 0.4588 | Test Accuracy 0.4565 | Best val. Accuracy 0.4588 | Best test Accuracy 0.4565
Epoch 0120: Avg Forward 8.805ms, Avg Backward 3.123ms, Total per epoch 11.928ms
Epoch 0120/1000| Loss 1.5677 | Train Accuracy 0.4600 | Val Accuracy 0.4585 | Test Accuracy 0.4566 | Best val. Accuracy 0.4588 | Best test Accuracy 0.4565
Epoch 0121/1000| Loss 1.5664 | Train Accuracy 0.4597 | Val Accuracy 0.4589 | Test Accuracy 0.4568 | Best val. Accuracy 0.4589 | Best test Accuracy 0.4568
Epoch 0122/1000| Loss 1.5650 | Train Accuracy 0.4598 | Val Accuracy 0.4591 | Test Accuracy 0.4561 | Best val. Accuracy 0.4591 | Best test Accuracy 0.4561
Epoch 0123/1000| Loss 1.5638 | Train Accuracy 0.4605 | Val Accuracy 0.4586 | Test Accuracy 0.4567 | Best val. Accuracy 0.4591 | Best test Accuracy 0.4561
Epoch 0124/1000| Loss 1.5626 | Train Accuracy 0.4612 | Val Accuracy 0.4587 | Test Accuracy 0.4572 | Best val. Accuracy 0.4591 | Best test Accuracy 0.4561
Epoch 0125/1000| Loss 1.5613 | Train Accuracy 0.4620 | Val Accuracy 0.4599 | Test Accuracy 0.4577 | Best val. Accuracy 0.4599 | Best test Accuracy 0.4577
Epoch 0126/1000| Loss 1.5601 | Train Accuracy 0.4628 | Val Accuracy 0.4611 | Test Accuracy 0.4581 | Best val. Accuracy 0.4611 | Best test Accuracy 0.4581
Epoch 0127/1000| Loss 1.5589 | Train Accuracy 0.4637 | Val Accuracy 0.4623 | Test Accuracy 0.4584 | Best val. Accuracy 0.4623 | Best test Accuracy 0.4584
Epoch 0128/1000| Loss 1.5577 | Train Accuracy 0.4643 | Val Accuracy 0.4627 | Test Accuracy 0.4594 | Best val. Accuracy 0.4627 | Best test Accuracy 0.4594
Epoch 0129/1000| Loss 1.5565 | Train Accuracy 0.4648 | Val Accuracy 0.4636 | Test Accuracy 0.4594 | Best val. Accuracy 0.4636 | Best test Accuracy 0.4594
Epoch 0130/1000| Loss 1.5554 | Train Accuracy 0.4651 | Val Accuracy 0.4637 | Test Accuracy 0.4597 | Best val. Accuracy 0.4637 | Best test Accuracy 0.4597
Epoch 0131/1000| Loss 1.5543 | Train Accuracy 0.4655 | Val Accuracy 0.4637 | Test Accuracy 0.4592 | Best val. Accuracy 0.4637 | Best test Accuracy 0.4597
Epoch 0132/1000| Loss 1.5532 | Train Accuracy 0.4657 | Val Accuracy 0.4643 | Test Accuracy 0.4598 | Best val. Accuracy 0.4643 | Best test Accuracy 0.4598
Epoch 0133/1000| Loss 1.5521 | Train Accuracy 0.4664 | Val Accuracy 0.4647 | Test Accuracy 0.4604 | Best val. Accuracy 0.4647 | Best test Accuracy 0.4604
